Unnamed: 0,Make,Model,Variant,Ex-Showroom_Price,Displacement,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,Kerb_Weight,Ground_Clearance,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,Audiosystem,Aux-in_Compatibility,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
774,Bmw,X1,Sdrive20D Expedition, 3520000,1995 ,Injection,51 litres,Diesel,1612 ,4439 ,2060 ,"Crossover, SUV",5.0,18 ,20.68 km/litre,,165 mm,multi-arm rear axle,225/55R17,225/55R17,Electric Power,All Windows,,Smart Key,190hp@4000rpm,400Nm@1750-2500rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2670 mm,Yes,CD Player with USB & Aux-in,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",420 litres,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Digital,Automatic,Analog + Digital,Yes,5.8 meter,Yes,Not Applicable,2 Zone Climate Control,,,Yes,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,"Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver head airbag",Yes,Yes,Yes,Yes,6.0,16.5,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,,Yes,Yes,Cup Holders,,Yes,Yes,,,Yes,Yes,Yes,,,Yes,,Yes,Yes,,,,,
775,Bmw,X1,Sdrive20D Xline, 3930000,1995 ,Injection,51 litres,Diesel,1612 ,4439 ,2058 ,"SUV, Crossover",5.0,18 ,20.68 km/litre,,165 mm,multi-arm rear axle,225/50 R18,225/50 R18,Electric Power,All Windows,Yes,Smart Key,190PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2670 mm,Yes,CD Player with USB & Aux-in,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",420 litres,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Digital,Automatic,Analog + Digital,Yes,5.8 meter,Yes,,2 Zone Climate Control,,Yes,Yes,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,16.5:1,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
776,Bmw,X1,Xdrive20D M Sport, 4570000,1995 ,Injection,51 litres,Diesel,1612 ,4439 ,2058 ,"SUV, Crossover",5.0,18 ,20.68 km/litre,,165 mm,multi-arm rear axle,225/50 R18,225/50 R18,Electric Power,All Windows,Yes,Smart Key,190PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2670 mm,Yes,CD Player with USB & Aux-in,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",420 litres,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Digital,Automatic,Analog + Digital,Yes,5.8 meter,Yes,Not Applicable,2 Zone Climate Control,,,Yes,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,16.5:1,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
777,Bmw,X1,Sdrive20D M Sport, 4240000,1995 ,Injection,61 litres,Diesel,1545 ,4477 ,2058 ,SUV,5.0,,,1670 kg,179 mm,Multi-link coil spring,225/40R18,225/40R18,Electric Power,All Windows,Yes,Smart Key,187bhp@4000rpm,400Nm@1750-2500rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2760 mm,Yes,CD Player with USB & Aux-in,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",419 litres,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Digital,Automatic,Analog + Digital,Yes,4.9 meter,Yes,Not Applicable,2 Zone Climate Control,,,Yes,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver head airbag, Front passenger head airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,Yes,Yes,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,,Cup Holders,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,
778,Bmw,X1,Sdrive20I Xline, 3830000,1998 ,Injection,51 litres,Petrol,1612 ,4439 ,1821 ,"Crossover, SUV",5.0,15.71 ,,,165 mm,multi-arm rear axle,225/50 R18,225/50 R18,Electric Power,All Windows,Yes,Smart Key,192hp@5000rpm,280Nm@1350-4600rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2670 mm,Yes,CD Player with USB & Aux-in,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",420 litres,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Digital,Automatic,Analog + Digital,Yes,,Yes,,2 Zone Climate Control,Yes,Yes,Yes,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
779,Volvo,S60,Polestar, 5602000,1969 ,Injection,67 litres,Petrol,1484 ,4635 ,2097 ,Sedan,4.0,13.2 ,18.5 km/litre,1661 kg,136 mm,Multi - link,215/50R17,215/50R17,Electric Power,All Windows,,Yes,372Ps@5700rpm,470Nm@2100-4800rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2776 mm,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,Yes,Internal,380 litres,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Digital,Manual,Analog + Digital,Yes,5.65 meter,Yes,,Fully automatic climate control,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,,Yes,,6.0,,Rake,,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Electric Adjustment,,Yes,Yes,Yes,Yes,Yes,,,,Yes,,Yes,Yes,Yes,Yes,,,Yes,,,,,
780,Volvo,S60,Momentum, 3850500,1984 ,Injection,67.5 litres,Diesel,1484 ,4635 ,1865 ,Sedan,4.0,,,1665 kg,136 mm,Independent suspension with McPherson Struts,235/40R18,235/40R18,Electro-Hydraulic,All Windows,Yes,Remote,181 bhp @ 4250 rpm,400 Nm @ 1750 RPM,Digital,Digital,Analog,Yes,5.0,Leather,Automatic,2776 mm,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,Yes,"Internal, With Remote",380 litres,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,Yes,Analog,Manual,Analog + Digital,Yes,5.7 meter,Yes,,Fully automatic climate control,,Yes,Yes,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,,6.0,16.5:1,Rake,,,Front and rear sensors with camera,Yes,Yes,,,,Yes,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,
781,Bmw,3-Series,320D Sport, 4140000,1995 ,Injection,40 litres,Diesel,1429 ,4633 ,1811 ,Sedan,5.0,,,1590 kg,157 mm,,225/50 R17,225/50 R17,Electric Power,All Windows,,Smart Key,190PS@400RPM,400NM@1750rpm,Digital,"Analog, Digital",Analog,2,5.0,Leather,Automatic,2810 mm,Yes,CD Player with USB & Aux-in,Yes,,Yes,With Remote,480 litres,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Digital,Automatic,Analog + Digital,Yes,,Yes,,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,"Normal, Eco, Sport",Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,Yes,,
782,Bmw,3-Series,320D Luxury Line, 4690000,1995 ,Injection,40 litres,Diesel,1429 ,4633 ,1811 ,Sedan,5.0,,,1590 kg,157 mm,,225/50 R17,225/50 R17,Electric Power,All Windows,,Smart Key,190PS@400RPM,400NM@1750rpm,Digital,"Analog, Digital",Analog,2,5.0,Leather,Automatic,2810 mm,Yes,CD Player with USB & Aux-in,Yes,,Yes,With Remote,480 litres,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Digital,Automatic,Analog + Digital,Yes,,Yes,,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,"Normal, Eco, Sport",Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,Yes,,
783,Bmw,3-Series,330I M Sport, 4790000,1998 ,Injection,59 litres,Petrol,1429 ,4633 ,1811 ,Sedan,5.0,,,1595 kg,157 mm,Five Arm Multi Link Suspension,225/50 R17,225/50 R17,Electric Power,All Windows,,Smart Key,258PS@500RPM,400NM@1550rpm,Digital,"Analog, Digital",Analog,2,5.0,Leather,Automatic,2810 mm,Yes,CD Player with USB & Aux-in,Yes,,Yes,With Remote,480 litres,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Digital,Automatic,Analog + Digital,Yes,,Yes,,2 Zone Climate Control,Yes,Yes,Yes,Yes,Yes,"Normal, Eco, Sport",Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,Yes,,
784,Volvo,S60 Cross Country,D4, 4426500,2400 ,Injection,67 litres,Diesel,1539 ,4637 ,2097 ,"Sedan, Crossover",4.0,15.6 ,19.6 km/litre,1776 kg,201 mm,Independent suspension with McPherson Struts,215/50R17,215/50R17,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,190PS@4000rpm,420Nm@1500-3000rpm,Digital,Digital,Analog,Yes,4.0,Leather,Automatic,2774 mm,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,Yes,"With Remote, Internal",380 litres,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Analog,Automatic,Analog + Digital,Yes,,Yes,,Fully automatic climate control,,Yes,Yes,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
785,Audi,Q5,35 Tdi Premium Plus, 5021200,1968 ,Injection,64 litres,Diesel,1608 ,4388 ,1831 ,SUV,5.0,12 ,,1585 kg,170 mm,"Double wishbones, two-way adjustable VPS gas-hydraulic shock absorbers, pushrod operated",235 / 60 R18,235 / 60 R18,Electric Power,All Windows,"Yes, with memory",Smart Key,190PS@3800-4000rpm,400Nm@1750-2500rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2603 mm,Yes,DVD Player with USB & Aux-in,Yes,2 years / Unlimited Kms,Yes,Internal,460 litres,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Digital,Manual,Analog + Digital,Yes,5.9 meter,Yes,Not Applicable,3 Zone climate control,,Yes,Yes,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Drive side airbag",Yes,Yes,Yes,Yes,8.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
786,Audi,Q5,35 Tdi Technology, 5621200,1968 ,Injection,64 litres,Diesel,1608 ,4388 ,1831 ,SUV,5.0,12 ,,1585 kg,170 mm,"Double wishbones, two-way adjustable VPS gas-hydraulic shock absorbers, pushrod operated",235 / 60 R18,235 / 60 R18,Electric Power,All Windows,"Yes, with memory",Smart Key,190PS@3800-4000rpm,400Nm@1750-2500rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2603 mm,Yes,DVD Player with USB & Aux-in,Yes,2 years / Unlimited Kms,Yes,Internal,460 litres,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Digital,Manual,Analog + Digital,Yes,5.9 meter,Yes,Not Applicable,3 Zone climate control,,Yes,Yes,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Drive side airbag",Yes,Yes,Yes,Yes,8.0,,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
787,Audi,Q5,45 Tfsi Premium Plus, 5021200,1984 ,Injection,70 litres,Petrol,1659 ,4663 ,1898 ,SUV,5.0,,,1955 kg,200 mm,Trapezoidal link independent steel spring,235/60R18,235/60R18,Electric Power,All Windows,Yes,Smart Key,248 bhp @ 5000-6000 rpm,370 Nm @ 1600-4500 rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2807 mm,Yes,CD Player with USB & Aux-in,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",550 litres,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,3rd/4th year( regardless of its mileage),Yes,Digital,Automatic,Analog + Digital,Yes,,Yes,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,"Rear passenger side airbags, Driver head airbag, Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,8.0,16.5,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
788,Audi,Q5,45 Tfsi Technology, 5621200,1984 ,Injection,70 litres,Petrol,1659 ,4663 ,1898 ,SUV,5.0,,,1955 kg,200 mm,Trapezoidal link independent steel spring,235/60R18,235/60R18,Electric Power,All Windows,Yes,Smart Key,248 bhp @ 5000-6000 rpm,370 Nm @ 1600-4500 rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2807 mm,Yes,CD Player with USB & Aux-in,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",550 litres,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,3rd/4th year( regardless of its mileage),Yes,Digital,Automatic,Analog + Digital,Yes,,Yes,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,"Rear passenger side airbags, Driver head airbag, Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,8.0,16.5,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
789,Land Rover Rover,Range Evoque,S, 5494000,1999 ,Injection,,Diesel,1649 ,4371 ,1996 ,SUV,5.0,,,1915 kg,210 mm,Multi - link,235/65R17,235/65R17,Electro-Hydraulic,All Windows,Yes,Smart Key,179PS@4000rpm,430NM@1750-2500rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2681 mm,Yes,CD Player with USB & Aux-in,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Digital,Automatic,Analog + Digital,Yes,5.65 meter,Yes,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,Yes,,"Normal, Comfort, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6.0,15.5,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D180,Yes,Yes,,Yes,Yes,,
790,Land Rover Rover,Range Evoque,Se R-Dynamic, 5985000,1999 ,Injection,,Diesel,1649 ,4371 ,1996 ,SUV,5.0,,,1915 kg,210 mm,Multi - link,235/65R17,235/65R17,Electro-Hydraulic,All Windows,Yes,Smart Key,179PS@4000rpm,430NM@1750-2500rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2681 mm,Yes,CD Player with USB & Aux-in,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Digital,Automatic,Analog + Digital,Yes,5.65 meter,Yes,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,Yes,,"Normal, Comfort, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6.0,15.5,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D180,Yes,Yes,,Yes,Yes,,
791,Land Rover Rover,Range Evoque,S Petrol, 5494000,1997 ,Injection,,Petrol,1649 ,4371 ,1996 ,SUV,5.0,,,1929 kg,210 mm,Multi - link,235/65R17,235/65R17,Electro-Hydraulic,All Windows,Yes,Smart Key,245PS@5500rpm,365Nm@1500-4500rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2681 mm,Yes,CD Player with USB & Aux-in,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Digital,Automatic,Analog + Digital,Yes,5.65 meter,Yes,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,Yes,,"Normal, Comfort, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6.0,15.5,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,P 250,Yes,Yes,,Yes,Yes,,
792,Land Rover Rover,Range Evoque,Se R-Dynamic Petrol, 5985000,1997 ,Injection,,Petrol,1649 ,4371 ,1996 ,SUV,5.0,,,1929 kg,210 mm,Multi - link,235/65R17,235/65R17,Electro-Hydraulic,All Windows,Yes,Smart Key,245PS@5500rpm,365Nm@1500-4500rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2681 mm,Yes,CD Player with USB & Aux-in,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Digital,Automatic,Analog + Digital,Yes,5.65 meter,Yes,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,Yes,,"Normal, Comfort, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6.0,15.5,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,P 250,Yes,Yes,,Yes,Yes,,
793,,Mercedes-Benz E-Class,E200, 5861062,1991 ,Injection,80 litres,Petrol,1494 ,5063 ,1860 ,Sedan,4.0,8.5 ,12 km/litre,,,"Multi-link, anti-dive, anti-lift, automatic level control & stabilizer",245/45 R17,245/45 R17,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,184PS@5500rpm,300Nm@1200-4000rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,3079 mm,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",540 litres,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,Analog,Automatic,Analog + Digital,Yes,,Yes,Not Applicable,3 Zone climate control,,Yes,Yes,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
